sim,CL,CD,CM
3,1.97512621598237,0.00773828080586652,-0.354604004404906
15,1.32919711728838,0.00547038847613432,-0.276442512362966
12,1.17979049731036,0.0101101988311565,-0.147872634293988
21,1.22043676357482,0.0115250407018874,-0.0231391539296299
9,1.18355244714417,0.00878693036577362,-0.0999745740701322
6,1.85972279609649,0.0124659168709887,-0.283630575506638
11,1.95524575996605,0.0149138709762417,-0.188859022130014
5,1.04173532603075,0.00549984554462007,-0.187465301500744
18,0.818531167060243,0.00847010261468969,-0.0763428150608033
10,2.13187505802554,0.0109753610285252,-0.413687177712845
24,NaN,NaN,NaN
17,1.89954529637398,0.00864837986485414,-0.414875541533829
23,1.27090478690781,0.00903391337291555,-0.131929955385035
20,NaN,NaN,NaN
8,NaN,NaN,NaN
4,NaN,NaN,NaN
7,1.72568044690826,0.0161541455345096,-0.0592104312618081
22,2.11349893798129,0.0783078267377626,-0.241195776538585
19,2.18280023769881,0.0311297819694144,-0.233996865803075
16,NaN,NaN,NaN
184,1.30736590092174,0.00918287962956108,-0.183977901622671
44,1.95090078533375,0.0288068660666752,-0.235822205015825
124,1.72956977363092,0.0218422968424568,-0.1162074769892
104,NaN,NaN,NaN
43,1.82163067073473,0.0129607870980233,-0.233170984902478
103,1.55378519746092,0.0104112848202688,-0.153466914486991
183,NaN,NaN,NaN
102,1.73727185191477,0.00814677093189923,-0.3818148004668
123,NaN,NaN,NaN
101,0.632465625965313,0.00698739115180634,-0.0362962813811094
182,2.03810194108918,0.0251256404334648,-0.158294492864468
181,2.10122491025665,0.0240217588939484,-0.268414632928599
122,2.06865538173615,0.10181093852949,-0.274790003887385
180,0.64073238089246,0.00641688311074318,-0.103713397960784
121,1.41651652490025,0.0112050145107959,-0.0844170100929331
100,NaN,NaN,NaN
179,1.77183038292189,0.0204052388409349,-0.0325054923915719
120,1.57949874521562,0.00886547776068027,-0.312857848106167
99,1.72291785705742,0.00658350178896541,-0.333715603983712
119,0.61684052282054,0.00539909270028302,-0.118527383244574
178,1.85363455575909,0.0168237371964553,-0.245160979619547
177,1.08919441579586,0.00748810841082745,-0.158189402826537
118,2.04590980699182,0.0260894487022473,-0.276407155869699
117,2.08073653633706,0.0203782833715242,-0.181630496325961
176,NaN,NaN,NaN
116,2.25111407267656,0.0167773639388376,-0.404631049641537
175,0.62281598887617,0.00583252635623322,-0.0878093108200411
115,2.18717276307139,0.0476233728240913,-0.294424840920252
174,2.06829440981991,0.0259322072759134,-0.251148014087162
173,2.10246627296774,0.0208369547296605,-0.155430185426933
114,1.0741962634935,0.00644078993913984,-0.173758299692713
113,1.86999311861881,0.014520296935277,-0.266647191149538
172,2.30001073232178,0.0154786747021067,-0.386212724415484
171,2.11042583561352,0.0248109168238134,-0.306417028200971
170,0.692485541573892,0.00518299487620726,-0.151929454342364
169,1.58861836296882,0.00743836217536288,-0.260956616216407
14,NaN,NaN,NaN
2,NaN,NaN,NaN
13,2.18963105896293,0.0602687998326376,-0.266103095714498
1,1.80136276497162,0.0141110461704238,-0.223009737778655
84,NaN,NaN,NaN
64,NaN,NaN,NaN
63,0.739293480213626,0.00587896884984593,-0.0401803346088239
164,NaN,NaN,NaN
83,NaN,NaN,NaN
163,1.71181004119444,0.0120021046379241,-0.22012227422129
62,2.10746186731205,0.0281775247600217,-0.192817342637418
61,1.60348159037038,0.0114221094325154,-0.144201894934164
82,NaN,NaN,NaN
42,NaN,NaN,NaN
162,NaN,NaN,NaN
81,1.85971251954594,0.0149895545787506,-0.186694835080262
161,1.65034957734391,0.0141362744584608,-0.109015116217188
41,2.1528810739649,0.0446922416977866,-0.262895613717972
60,NaN,NaN,NaN
160,1.76789125893375,0.0209205057071111,-0.329304881302221
40,0.97155769304754,0.00890457702081442,-0.12920513366195
39,1.9999001677101,0.00774072255618864,-0.38841572058099
159,1.99851647084588,0.0149094005261034,-0.308171168641934
80,NaN,NaN,NaN
59,NaN,NaN,NaN
38,1.74579545411754,0.0159850963324191,-0.143930053469074
158,1.88636963230334,0.0206814097362211,-0.0910451237198336
58,1.59513069085076,0.0129602409934847,-0.191359200367597
79,1.44194076644197,0.0116634880394569,-0.0474974964033191
37,2.17788503848473,0.0373492342341001,-0.191275220845512
98,NaN,NaN,NaN
57,1.76046969530962,0.00684551056610572,-0.322159638267919
78,1.62520270153737,0.00689175330906457,-0.282317744025102
157,2.16098750286811,0.0654882348126846,-0.319925486283723
77,1.4805788917015,0.0108377746504734,-0.154212988135425
156,1.26383173001832,0.00649579963358753,-0.22745113169034
97,2.0950182581847,0.108981746670034,-0.280852755029745
155,1.9516225892299,0.0157408219854053,-0.152570116381427
154,2.13373625676961,0.00977610280504966,-0.381945174661008
96,1.56332047159048,0.0139873624652715,-0.203445281140953
76,NaN,NaN,NaN
153,0.28635484854964,0.00566270344306946,-0.0542777519166842
95,1.39014122422795,0.00634333238249883,-0.240369831224469
75,2.09582837874475,0.00893504406787189,-0.434516429011438
74,1.84730203994854,0.016666373989403,-0.197012635770917
152,NaN,NaN,NaN
94,NaN,NaN,NaN
112,NaN,NaN,NaN
151,1.11594181229456,0.00913185256152797,-0.0241779909399186
73,2.17569507583979,0.0498242352692198,-0.234660961170888
150,1.29543087930862,0.00597456754095037,-0.258453449008237
149,1.15856189097859,0.00881907552769643,-0.131802291599475
72,1.0376862895907,0.0120516981641151,-0.10046353907223
111,2.24671276420481,0.0209881344761559,-0.353332739567286
93,NaN,NaN,NaN
110,2.06849751104265,0.0264655716673596,-0.127017476796658
168,NaN,NaN,NaN
71,NaN,NaN,NaN
148,NaN,NaN,NaN
109,2.13368332591099,0.0245051647300739,-0.237680714987484
147,2.16751194170335,0.00907301381804029,-0.411776674335279
108,0.663457828539942,0.00764070042148397,-0.0681234730531694
92,NaN,NaN,NaN
70,1.61422344986364,0.0185558808966739,-0.0674634554472049
167,NaN,NaN,NaN
107,1.45117427686122,0.0148295791836263,-0.0085528689969652
91,2.03876271795333,0.016969476930028,-0.256548021724413
90,0.410991497562593,0.00622129361839929,-0.0656811233235024
166,0.83719970515138,0.00737107859458773,-0.0643608597171046
146,1.86540668738889,0.0207639865065239,-0.160539116356731
106,1.60043824162194,0.0106989205959999,-0.236841162047617
89,2.24162293875666,0.00995402053843703,-0.392003493815135
165,1.89083729141242,0.00789970449982056,-0.398210279192096
69,2.20826155917508,0.0341626202477906,-0.331890338305283
105,0.732741478186022,0.0055929206353732,-0.132499725084849
68,0.950777169803214,0.00619555806834803,-0.199735248490493
145,2.16486306257998,0.0576567592201997,-0.204591065983737
144,NaN,NaN,NaN
234,2.0824752593188,0.0471814975912525,-0.275350190216643
244,NaN,NaN,NaN
67,NaN,NaN,NaN
143,2.20059743655349,0.0879952953396557,-0.266599045254919
233,1.62393213352865,0.019785708976149,-0.0238842187362415
66,2.17498063077998,0.0118842664389633,-0.343209442287066
142,1.47804712126634,0.0114927564002714,-0.170710382294501
65,0.36407178948825,0.00632882271087156,-0.0181172264350955
243,NaN,NaN,NaN
141,1.63333148655695,0.00640145333716281,-0.300259914749457
232,NaN,NaN,NaN
231,1.10275331985563,0.00799911969196804,-0.0670940806023311
194,1.89097935685373,0.0192721375040597,-0.217651909934529
193,1.90987329067167,0.0188280373476133,-0.123009257596391
230,NaN,NaN,NaN
229,1.89889007518849,0.015633858520057,-0.161168308355414
192,NaN,NaN,NaN
228,2.03981714474828,0.0119275231077699,-0.380593424131566
191,1.68019632108624,0.0121165401688705,-0.127413591716098
190,1.86652745236507,0.00767199189596887,-0.359378979862558
189,0.80787025698995,0.00721773736960982,-0.0204649273927982
36,NaN,NaN,NaN
56,NaN,NaN,NaN
227,NaN,NaN,NaN
226,1.57384012789613,0.0113581291848715,-0.226449498461276
35,1.38825742003425,0.0099296790016034,-0.105025615750309
225,1.71691230729779,0.00709742720826502,-0.350863642711741
34,1.55911164074847,0.00749822928869082,-0.333828030654566
