sim,CL,CD,CM
3,1.5359464557279,0.0127594410555427,-0.23590202767415
15,1.41708739700357,0.0153796767057936,-0.131949189236153
6,NaN,NaN,NaN
18,NaN,NaN,NaN
24,NaN,NaN,NaN
21,NaN,NaN,NaN
9,NaN,NaN,NaN
20,1.1422149029283,0.0181165032993697,-0.149360916327002
23,1.12634279878684,0.00993806468653979,-0.141253882680684
8,1.13359191414158,0.0104036074573324,-0.142134631277689
5,2.08403300232724,0.0200680809287842,-0.293211558275462
14,NaN,NaN,NaN
17,NaN,NaN,NaN
19,1.82047846350714,0.0324669250183625,-0.172313144628681
4,1.7413363849965,0.0276313076996983,-0.212149928191185
7,NaN,NaN,NaN
16,1.54448531589103,0.00881418036679218,-0.237075165551285
164,1.91745884341492,0.0116675728915103,-0.38545376435082
84,1.81624711400037,0.0129690750593244,-0.225842753091758
144,0.72467738585982,0.00578953138363664,-0.153777779032204
163,1.46601671390461,0.0144842801088297,-0.0637008306639653
13,NaN,NaN,NaN
162,1.69576469888329,0.00726581288450285,-0.334608686636671
143,NaN,NaN,NaN
161,NaN,NaN,NaN
124,NaN,NaN,NaN
123,2.07598428618076,0.0295499741298697,-0.17050918824428
142,0.924835608044745,0.146740343740941,-0.155911586267811
160,NaN,NaN,NaN
159,0.84169598320292,0.00711446879065411,-0.0761590320767727
122,2.26566807619471,0.0222987171366344,-0.345182410381602
158,0.882847912843144,0.00594530686614899,-0.149703738970109
141,NaN,NaN,NaN
121,NaN,NaN,NaN
120,1.30305820317774,0.00598965555852088,-0.245261185267817
119,1.15836616746936,0.0107587312897747,-0.0697768270836706
118,NaN,NaN,NaN
117,NaN,NaN,NaN
12,NaN,NaN,NaN
2,NaN,NaN,NaN
11,1.88740118079727,0.0166299869020962,-0.319118965300201
1,1.66207619418289,0.024369573021438,-0.197914327361356
10,1.35400038323449,0.0431368843940279,-0.228874106315497
22,NaN,NaN,NaN
83,NaN,NaN,NaN
44,NaN,NaN,NaN
184,NaN,NaN,NaN
82,2.3730196938653,0.0316570112195654,-0.375037954513247
183,2.09866189540768,0.0401102601612118,-0.156080466120379
43,NaN,NaN,NaN
81,NaN,NaN,NaN
182,2.46699044323281,0.0209073203295156,-0.39252182916199
181,2.15971582010577,0.0230830273678968,-0.181434612386597
42,1.0040780443344,0.154558864812717,-0.236588757817139
80,NaN,NaN,NaN
180,NaN,NaN,NaN
79,2.09648541882876,0.0359911801626411,-0.248157049980068
157,NaN,NaN,NaN
140,NaN,NaN,NaN
78,2.12022666134894,0.0139446256959361,-0.373998052131024
179,NaN,NaN,NaN
139,NaN,NaN,NaN
156,NaN,NaN,NaN
77,NaN,NaN,NaN
178,NaN,NaN,NaN
177,1.30741882495513,0.00557902455294162,-0.246345172337319
138,NaN,NaN,NaN
176,1.17594830867691,0.00854225578481207,-0.0734426192225605
137,NaN,NaN,NaN
175,NaN,NaN,NaN
116,NaN,NaN,NaN
174,NaN,NaN,NaN
115,NaN,NaN,NaN
104,NaN,NaN,NaN
64,NaN,NaN,NaN
103,0.796036363203822,0.0839516646039811,-0.176301577238196
114,NaN,NaN,NaN
102,0.864759853828089,0.0917985914772762,-0.134471662706177
63,NaN,NaN,NaN
113,NaN,NaN,NaN
41,NaN,NaN,NaN
40,1.64098952210832,0.0149984722968205,-0.323811333376438
39,1.03796509509822,0.0390642727842833,-0.219346208564273
155,NaN,NaN,NaN
76,NaN,NaN,NaN
75,1.75069477006678,0.0160979121996482,-0.13286994091294
74,1.94580704196841,0.00846587752214042,-0.330630340259049
136,NaN,NaN,NaN
154,NaN,NaN,NaN
153,0.527865762900128,0.00756447613840128,-0.0690974241904114
73,NaN,NaN,NaN
135,NaN,NaN,NaN
134,2.17518702335759,0.0291273869345978,-0.258005677394423
173,NaN,NaN,NaN
72,NaN,NaN,NaN
71,1.13010705439974,0.00896392853414585,-0.142102626866263
133,NaN,NaN,NaN
172,NaN,NaN,NaN
171,NaN,NaN,NaN
101,NaN,NaN,NaN
112,NaN,NaN,NaN
100,0.727576669191993,0.00884106279051086,-0.156804855055343
62,NaN,NaN,NaN
111,1.12992428795475,0.00685652805307795,-0.245413776912537
170,NaN,NaN,NaN
169,2.10682358579331,0.0630673369375075,-0.287043228640991
61,0.508870922381491,0.1060149677912,-0.154386724912226
99,NaN,NaN,NaN
168,1.95028740301698,0.0217931723142842,-0.120668294431285
167,2.20556931122203,0.0101945513502816,-0.391880698670179
98,NaN,NaN,NaN
97,2.05391586343956,0.0165061976996725,-0.208930385620577
166,NaN,NaN,NaN
96,2.05114337834511,0.0181704225837417,-0.287957057668093
95,NaN,NaN,NaN
38,NaN,NaN,NaN
37,0.794681608795186,0.0827581962605512,-0.180690833262528
94,NaN,NaN,NaN
93,1.53842257335464,0.00935109470533327,-0.236858782693164
36,NaN,NaN,NaN
92,1.48599108337757,0.0101017855737198,-0.146486751592228
152,NaN,NaN,NaN
91,NaN,NaN,NaN
151,NaN,NaN,NaN
90,NaN,NaN,NaN
70,NaN,NaN,NaN
132,NaN,NaN,NaN
150,NaN,NaN,NaN
131,NaN,NaN,NaN
149,NaN,NaN,NaN
130,1.95758249129074,0.00784589680049923,-0.333347718707486
148,0.818404654864528,0.0349533033059661,-0.0718639667302343
147,1.5076048883962,0.00883433779561767,-0.330138550799591
129,NaN,NaN,NaN
110,NaN,NaN,NaN
128,2.20948701216443,0.0183126966404919,-0.398693437537405
146,NaN,NaN,NaN
60,NaN,NaN,NaN
109,NaN,NaN,NaN
127,NaN,NaN,NaN
59,NaN,NaN,NaN
108,NaN,NaN,NaN
165,NaN,NaN,NaN
126,NaN,NaN,NaN
